dummy, algorithm, localsearch, alpha, beta, rho, ants, nnls, q0, dlb, rasrank, elitistants, instance
6, as, 2, 1.88, 3.04, 0.75, 13, 6, 2, 1, 200, 1500, 11
10, eas, 0, 2.72, 9.28, 0.47, 74, 100, 2, __miss__, 200, 709, 11
9, eas, 2, 1.51, 3.35, 0.74, 42, 28, 2, 1, 200, 313, 11
2, ras, 2, 2.56, 6.35, 0.35, 42, 17, 2, 1, 61, 1500, 11
9, ras, 3, 2.08, 7.38, 0.08, 79, 9, 2, 1, 48, 1500, 11
10, mmas, 3, 1, 5, 0.25, 98, 12, 2, 0, 200, 1500, 11
2, mmas, 2, 3.23, 3.28, 0.64, 68, 31, 2, 0, 200, 1500, 11
10, ras, 2, 2.43, 1.46, 0.54, 25, 33, 2, 1, 15, 1500, 11
8, mmas, 3, 4.86, 4.81, 0.62, 72, 31, 2, 1, 200, 1500, 11
8, ras, 0, 3.35, 4.63, 0.78, 70, 100, 2, __miss__, 46, 1500, 11
4, mmas, 1, 4.29, 9.88, 0.43, 73, 26, 2, 1, 200, 1500, 11
6, ras, 1, 1.65, 1.14, 0.07, 88, 11, 2, 1, 89, 1500, 11
5, acs, 2, 2.49, 4.69, 0.55, 59, 19, 0.25, 1, 200, 1500, 11
10, mmas, 0, 2.8, 7.66, 0.26, 67, 100, 2, __miss__, 200, 1500, 11
7, eas, 3, 1.36, 7.7, 0.47, 48, 23, 2, 1, 200, 43, 11
4, eas, 3, 0.67, 8.58, 0.07, 41, 19, 2, 0, 200, 40, 11
3, as, 2, 2.81, 7.92, 0.58, 91, 40, 2, 1, 200, 1500, 11
7, mmas, 2, 3.88, 5.47, 0.27, 87, 29, 2, 1, 200, 1500, 11
10, mmas, 3, 4.2, 3.77, 0.26, 37, 25, 2, 1, 200, 1500, 11
6, mmas, 1, 4.46, 1.39, 0.88, 62, 7, 2, 1, 200, 1500, 11
2, eas, 0, 3.83, 6.56, 0.68, 65, 100, 2, __miss__, 200, 258, 11
5, as, 3, 4.77, 0.62, 0.47, 58, 8, 2, 1, 200, 1500, 11
5, acs, 0, 2.52, 7.25, 0.98, 83, 100, 0.32, __miss__, 200, 1500, 11
2, eas, 1, 3.28, 8.25, 0.63, 91, 18, 2, 0, 200, 683, 11
8, mmas, 0, 2.02, 9.45, 0.52, 36, 100, 2, __miss__, 200, 1500, 11
9, mmas, 3, 1.85, 5.95, 0.69, 84, 28, 2, 1, 200, 1500, 11
2, eas, 3, 4.95, 5.47, 0.11, 91, 48, 2, 1, 200, 690, 11
10, acs, 1, 4.63, 1.95, 0.91, 26, 35, 0.32, 1, 200, 1500, 11
7, ras, 1, 3.01, 8.17, 0.15, 85, 6, 2, 1, 47, 1500, 11
7, mmas, 0, 1.03, 0.07, 0.1, 87, 100, 2, __miss__, 200, 1500, 11
3, as, 0, 2.48, 1.56, 0.75, 50, 100, 2, __miss__, 200, 1500, 11
5, eas, 3, 1.65, 7.1, 0.81, 52, 50, 2, 1, 200, 529, 11
10, as, 0, 2.23, 0.33, 0.95, 48, 100, 2, __miss__, 200, 1500, 11
8, acs, 0, 2.28, 6.14, 0.75, 91, 100, 0.48, __miss__, 200, 1500, 11
4, mmas, 2, 4.93, 8.65, 0.75, 66, 24, 2, 1, 200, 1500, 11
6, eas, 3, 2.25, 8.92, 0.53, 48, 19, 2, 1, 200, 341, 11
5, mmas, 2, 1.8, 9.91, 0.35, 64, 31, 2, 0, 200, 1500, 11
2, acs, 2, 1.68, 6.59, 0.86, 54, 29, 0.14, 0, 200, 1500, 11
5, mmas, 3, 3.41, 3.31, 0.7, 90, 7, 2, 1, 200, 1500, 11
7, acs, 1, 4.48, 6.92, 0.27, 52, 11, 0.61, 0, 200, 1500, 11
3, as, 1, 4.72, 4.48, 0.48, 81, 19, 2, 1, 200, 1500, 11
3, eas, 3, 3.05, 3.1, 0.29, 65, 18, 2, 1, 200, 186, 11
5, as, 0, 1.57, 0.79, 0.71, 91, 100, 2, __miss__, 200, 1500, 11
1, acs, 3, 4.01, 5.45, 0.18, 85, 28, 0.86, 0, 200, 1500, 11
3, mmas, 1, 2.55, 7.72, 0.54, 80, 28, 2, 1, 200, 1500, 11
3, as, 0, 3.46, 5.27, 0.49, 95, 100, 2, __miss__, 200, 1500, 11
4, mmas, 0, 2.54, 9.54, 0.33, 70, 100, 2, __miss__, 200, 1500, 11
3, as, 0, 2.2, 9.39, 0.6, 87, 100, 2, __miss__, 200, 1500, 11
1, ras, 2, 1.93, 5.71, 0.79, 74, 39, 2, 0, 72, 1500, 11
3, mmas, 3, 1.82, 1.47, 0.39, 20, 29, 2, 1, 200, 1500, 11
9, ras, 3, 2.06, 7.12, 0.54, 53, 7, 2, 0, 99, 1500, 11
8, mmas, 2, 4.5, 3.38, 0.67, 67, 17, 2, 1, 200, 1500, 11
2, mmas, 3, 4.74, 8.69, 0.38, 100, 11, 2, 1, 200, 1500, 11
4, mmas, 3, 1.83, 6.12, 0.67, 99, 33, 2, 1, 200, 1500, 11
7, ras, 2, 3.32, 1.77, 0.22, 55, 9, 2, 1, 67, 1500, 11
6, mmas, 1, 2.66, 6.82, 0.24, 79, 10, 2, 0, 200, 1500, 11
1, acs, 3, 3.28, 8.31, 0.8, 53, 33, 0.1, 1, 200, 1500, 11
4, eas, 3, 4.95, 1.93, 0.52, 71, 10, 2, 0, 200, 347, 11
2, eas, 2, 3.42, 4.06, 0.47, 80, 40, 2, 0, 200, 135, 11
4, acs, 0, 4.53, 9.39, 0.22, 43, 100, 0.55, __miss__, 200, 1500, 11
8, as, 1, 1.16, 7.54, 0.59, 53, 15, 2, 0, 200, 1500, 11
7, acs, 2, 3.34, 7.97, 0.38, 46, 21, 0.97, 0, 200, 1500, 11
3, eas, 3, 4.7, 4.59, 0.39, 58, 5, 2, 0, 200, 469, 11
4, mmas, 3, 3.47, 6.66, 0.51, 84, 37, 2, 1, 200, 1500, 11
1, mmas, 2, 3.74, 4.12, 0.17, 30, 13, 2, 1, 200, 1500, 11
7, mmas, 2, 3.08, 0.74, 0.68, 40, 36, 2, 1, 200, 1500, 11
2, as, 1, 2.35, 3.05, 0.92, 67, 17, 2, 1, 200, 1500, 11
10, as, 1, 4.28, 7.47, 0.07, 68, 15, 2, 1, 200, 1500, 11
1, ras, 3, 3.39, 6.65, 0.14, 99, 29, 2, 1, 35, 1500, 11
8, mmas, 1, 2.92, 4.15, 0.31, 59, 9, 2, 1, 200, 1500, 11
3, as, 1, 4.7, 7.04, 0.53, 56, 10, 2, 1, 200, 1500, 11
1, mmas, 3, 4.38, 7.21, 0.52, 51, 17, 2, 1, 200, 1500, 11
2, ras, 1, 1.73, 5.75, 1, 36, 21, 2, 1, 98, 1500, 11
5, as, 0, 2.41, 0.42, 0.41, 52, 100, 2, __miss__, 200, 1500, 11
7, acs, 3, 3.27, 5.2, 0.99, 18, 15, 0.21, 1, 200, 1500, 11
3, ras, 3, 4.69, 7.17, 0.44, 60, 22, 2, 1, 43, 1500, 11
5, as, 1, 1.98, 5.39, 0.88, 27, 10, 2, 1, 200, 1500, 11
6, acs, 1, 4.44, 5.29, 0.6, 38, 41, 0.43, 1, 200, 1500, 11
7, mmas, 3, 3.5, 5.29, 0.41, 86, 13, 2, 1, 200, 1500, 11
7, acs, 3, 4.72, 6.6, 0.52, 82, 41, 0.64, 0, 200, 1500, 11
4, mmas, 1, 4.77, 7.99, 0.44, 69, 10, 2, 0, 200, 1500, 11
5, mmas, 0, 3.91, 8.65, 0.4, 96, 100, 2, __miss__, 200, 1500, 11
9, as, 3, 3.32, 1.22, 0.66, 11, 13, 2, 1, 200, 1500, 11
5, as, 2, 4.4, 5.53, 0.25, 49, 26, 2, 0, 200, 1500, 11
2, ras, 2, 4.28, 4.91, 0.15, 71, 29, 2, 0, 40, 1500, 11
2, acs, 0, 2.95, 7.23, 0.8, 24, 100, 0.06, __miss__, 200, 1500, 11
2, eas, 1, 3.38, 5.98, 0.32, 89, 9, 2, 1, 200, 459, 11
7, mmas, 1, 1.21, 5.49, 0.51, 82, 30, 2, 1, 200, 1500, 11
3, as, 2, 3.3, 8.71, 0.51, 25, 42, 2, 0, 200, 1500, 11
4, acs, 1, 1.51, 7.56, 0.49, 62, 24, 0.21, 1, 200, 1500, 11
2, ras, 1, 3.87, 3.56, 0.38, 37, 35, 2, 1, 20, 1500, 11
9, as, 3, 3.19, 5.7, 0.84, 65, 10, 2, 1, 200, 1500, 11
4, eas, 1, 4.1, 4.87, 0.54, 80, 20, 2, 0, 200, 53, 11
6, as, 0, 4.35, 8.81, 0.27, 64, 100, 2, __miss__, 200, 1500, 11
5, acs, 1, 0.97, 2.06, 0.77, 11, 12, 0.27, 1, 200, 1500, 11
4, mmas, 3, 3.12, 8.49, 0.6, 27, 21, 2, 0, 200, 1500, 11
9, acs, 0, 4.78, 1.32, 0.69, 26, 100, 0.59, __miss__, 200, 1500, 11
5, eas, 3, 4.25, 5.92, 0.17, 87, 8, 2, 0, 200, 175, 11
3, eas, 3, 1.19, 8.98, 0.98, 34, 14, 2, 0, 200, 729, 11
6, mmas, 2, 0.87, 8.07, 0.48, 74, 23, 2, 1, 200, 1500, 11
2, acs, 1, 1.3, 3.33, 0.48, 75, 15, 0.36, 1, 200, 1500, 11
9, as, 3, 3.45, 7.43, 0.22, 60, 5, 2, 1, 200, 1500, 11
3, mmas, 2, 3.65, 8.7, 0.21, 72, 19, 2, 1, 200, 1500, 11
7, mmas, 0, 1.89, 2.91, 0.84, 77, 100, 2, __miss__, 200, 1500, 11
1, ras, 3, 4.3, 8.98, 0.51, 100, 42, 2, 0, 13, 1500, 11
8, mmas, 2, 2.11, 3.49, 0.23, 69, 13, 2, 1, 200, 1500, 11
4, mmas, 3, 2.82, 9.44, 0.36, 22, 22, 2, 1, 200, 1500, 11
10, mmas, 3, 2.16, 6.64, 0.71, 40, 19, 2, 1, 200, 1500, 11
7, mmas, 3, 2.36, 5.33, 0.59, 7, 17, 2, 0, 200, 1500, 11
6, ras, 0, 4.73, 3.29, 0.2, 86, 100, 2, __miss__, 34, 1500, 11
4, eas, 3, 4.3, 9.56, 0.74, 47, 42, 2, 1, 200, 601, 11
3, eas, 3, 2.51, 7.94, 0.41, 79, 8, 2, 1, 200, 34, 11
9, ras, 1, 2.83, 6.33, 0.89, 5, 10, 2, 1, 91, 1500, 11
2, mmas, 2, 2.04, 4.57, 0.96, 28, 24, 2, 1, 200, 1500, 11
6, acs, 3, 1.41, 5.21, 0.71, 70, 16, 0.1, 0, 200, 1500, 11
1, ras, 0, 1.95, 6.17, 0.57, 45, 100, 2, __miss__, 96, 1500, 11
1, mmas, 0, 0.78, 3.38, 0.01, 69, 100, 2, __miss__, 200, 1500, 11
7, acs, 3, 2.28, 5.02, 0.94, 29, 22, 0.17, 1, 200, 1500, 11
6, mmas, 3, 4.3, 7.26, 0.99, 49, 24, 2, 1, 200, 1500, 11
8, mmas, 0, 2.94, 4.33, 0.21, 60, 100, 2, __miss__, 200, 1500, 11
3, ras, 0, 3.45, 2.24, 0.69, 29, 100, 2, __miss__, 50, 1500, 11
3, acs, 3, 2.58, 5.97, 0.71, 80, 14, 0.92, 1, 200, 1500, 11
2, as, 2, 2.99, 9.05, 0.94, 79, 9, 2, 1, 200, 1500, 11
10, acs, 0, 2, 6.91, 0.14, 71, 100, 0.53, __miss__, 200, 1500, 11
6, acs, 2, 2.75, 4.15, 0.77, 98, 35, 0.78, 1, 200, 1500, 11
10, as, 3, 2.95, 9.47, 0.87, 94, 16, 2, 0, 200, 1500, 11
7, eas, 3, 0.99, 2.45, 0.46, 72, 36, 2, 0, 200, 661, 11
5, as, 0, 3.78, 1.99, 0.99, 48, 100, 2, __miss__, 200, 1500, 11
8, as, 3, 3.44, 5.45, 0.2, 72, 19, 2, 1, 200, 1500, 11
7, mmas, 1, 3.48, 8.82, 0.2, 82, 9, 2, 1, 200, 1500, 11
3, mmas, 1, 4.18, 8.61, 0.8, 46, 9, 2, 0, 200, 1500, 11
2, as, 3, 0.86, 3.39, 0.92, 62, 17, 2, 1, 200, 1500, 11
3, mmas, 2, 3.64, 7.08, 0.1, 29, 14, 2, 1, 200, 1500, 11
10, as, 0, 1.09, 5.27, 0.44, 19, 100, 2, __miss__, 200, 1500, 11
8, as, 1, 2.75, 7.89, 0.16, 57, 7, 2, 0, 200, 1500, 11
6, ras, 3, 2.21, 3.53, 0.49, 75, 27, 2, 1, 84, 1500, 11
6, acs, 3, 1.68, 6.43, 0.13, 70, 5, 0.98, 1, 200, 1500, 11
2, ras, 1, 4.64, 6.9, 0.07, 44, 13, 2, 0, 6, 1500, 11
10, ras, 3, 4.12, 6.27, 0.45, 84, 15, 2, 0, 42, 1500, 11
1, as, 0, 2.33, 5.62, 0.54, 36, 100, 2, __miss__, 200, 1500, 11
4, mmas, 2, 4.76, 2.14, 0.98, 80, 16, 2, 1, 200, 1500, 11
4, ras, 1, 2.42, 3.74, 0.06, 81, 13, 2, 1, 29, 1500, 11
5, acs, 2, 1.54, 1.27, 0.87, 43, 42, 0.55, 1, 200, 1500, 11
5, mmas, 3, 4.31, 3.91, 0.17, 14, 27, 2, 0, 200, 1500, 11
4, as, 3, 1.62, 6.39, 0.62, 39, 16, 2, 0, 200, 1500, 11
7, acs, 3, 3.22, 4.21, 0.85, 50, 13, 0.27, 0, 200, 1500, 11
3, acs, 3, 3.23, 5.67, 0.91, 21, 9, 0.73, 0, 200, 1500, 11
1, eas, 3, 1.46, 6.46, 0.94, 30, 26, 2, 1, 200, 469, 11
4, eas, 3, 3.07, 8.67, 0.93, 25, 22, 2, 1, 200, 88, 11
7, acs, 3, 2.49, 3.44, 0.57, 17, 18, 0.14, 0, 200, 1500, 11
4, acs, 3, 3.8, 8.12, 0.9, 23, 18, 0.31, 0, 200, 1500, 11
2, ras, 3, 2.11, 4.55, 0.97, 9, 21, 2, 1, 83, 1500, 11
8, acs, 1, 1.42, 3.08, 0.87, 7, 29, 0.18, 1, 200, 1500, 11
7, acs, 3, 2.06, 7.96, 0.7, 22, 24, 0.04, 1, 200, 1500, 11
9, mmas, 3, 2.87, 4.01, 0.96, 52, 21, 2, 1, 200, 1500, 11
7, ras, 2, 3.03, 5.12, 0.2, 74, 13, 2, 1, 54, 1500, 11
10, mmas, 2, 3.05, 3.64, 0.18, 22, 15, 2, 1, 200, 1500, 11
9, eas, 2, 2.48, 8.9, 0.93, 10, 8, 2, 1, 200, 114, 11
1, acs, 3, 1.76, 4.85, 0.82, 23, 26, 0.34, 1, 200, 1500, 11
4, mmas, 1, 3.89, 3.39, 0.91, 22, 30, 2, 1, 200, 1500, 11
3, ras, 2, 3.52, 1.38, 0.19, 39, 23, 2, 0, 94, 1500, 11
10, mmas, 0, 1.31, 6.51, 0.9, 51, 100, 2, __miss__, 200, 1500, 11
10, acs, 2, 2.95, 4.15, 0.98, 17, 21, 0.23, 1, 200, 1500, 11
4, acs, 3, 1.95, 3.23, 0.92, 47, 18, 0.27, 1, 200, 1500, 11
4, acs, 3, 3.03, 9.6, 0.8, 15, 30, 0.41, 1, 200, 1500, 11
4, acs, 1, 2.23, 6.32, 0.81, 62, 21, 0.15, 0, 200, 1500, 11
2, acs, 3, 4.01, 4.96, 0.77, 38, 25, 0.11, 1, 200, 1500, 11
6, acs, 3, 2.1, 4.27, 0.87, 25, 9, 0.35, 1, 200, 1500, 11
8, as, 1, 3.71, 5.75, 0.81, 14, 14, 2, 1, 200, 1500, 11
8, acs, 3, 2.77, 6.93, 0.99, 17, 21, 0.01, 1, 200, 1500, 11
4, acs, 0, 4.01, 4.43, 0.57, 21, 100, 0.39, __miss__, 200, 1500, 11
1, as, 0, 1.91, 7.65, 0.33, 84, 100, 2, __miss__, 200, 1500, 11
5, as, 2, 3.49, 3.72, 0.91, 56, 26, 2, 1, 200, 1500, 11
10, ras, 1, 4.73, 2.31, 0.72, 34, 11, 2, 1, 31, 1500, 11
1, mmas, 3, 3.28, 9.67, 0.21, 76, 13, 2, 1, 200, 1500, 11
6, acs, 1, 3.04, 8.31, 0.97, 22, 18, 0.1, 1, 200, 1500, 11
8, ras, 3, 3.5, 2.48, 0.34, 63, 13, 2, 1, 72, 1500, 11
2, mmas, 3, 3.01, 6.54, 0.73, 16, 25, 2, 0, 200, 1500, 11
5, acs, 3, 2.38, 4.62, 0.69, 13, 16, 0.28, 0, 200, 1500, 11
4, mmas, 0, 3.67, 7.5, 0.83, 15, 100, 2, __miss__, 200, 1500, 11
8, acs, 3, 1.91, 6.46, 0.89, 44, 25, 0.32, 1, 200, 1500, 11
3, ras, 1, 3.05, 3.75, 0.77, 12, 25, 2, 1, 62, 1500, 11
8, mmas, 2, 3.74, 5.68, 0.68, 78, 17, 2, 1, 200, 1500, 11
10, as, 3, 3.15, 5.81, 0.42, 66, 13, 2, 1, 200, 1500, 11
4, acs, 3, 4.56, 1.64, 0.69, 23, 30, 0.1, 1, 200, 1500, 11
5, acs, 1, 1.42, 4.31, 0.91, 36, 25, 0.5, 1, 200, 1500, 11
2, eas, 3, 4.36, 6.84, 0.8, 43, 17, 2, 1, 200, 17, 11
7, ras, 0, 3.81, 2.01, 0.97, 66, 100, 2, __miss__, 73, 1500, 11
1, mmas, 3, 2.11, 3.31, 0.94, 6, 37, 2, 0, 200, 1500, 11
7, acs, 0, 0.89, 2.57, 0.96, 58, 100, 0.17, __miss__, 200, 1500, 11
2, acs, 2, 3.35, 2.17, 0.84, 27, 23, 0.32, 1, 200, 1500, 11
5, acs, 3, 3.73, 5.12, 0.87, 36, 25, 0.2, 0, 200, 1500, 11
7, mmas, 3, 3.06, 9.54, 0.24, 100, 13, 2, 1, 200, 1500, 11
10, acs, 3, 2.07, 7.14, 0.89, 28, 18, 0.3, 1, 200, 1500, 11
5, mmas, 3, 4.54, 8.04, 0.29, 64, 6, 2, 1, 200, 1500, 11
10, acs, 2, 3.69, 6.72, 0.69, 34, 24, 0.24, 1, 200, 1500, 11
10, ras, 0, 4.61, 3.79, 0.67, 10, 100, 2, __miss__, 65, 1500, 11
5, acs, 3, 4.08, 7.96, 0.66, 28, 29, 0.05, 0, 200, 1500, 11
1, acs, 1, 2.22, 8.65, 0.62, 18, 23, 0.13, 0, 200, 1500, 11
1, eas, 3, 3.26, 2.97, 0.5, 31, 22, 2, 1, 200, 429, 11
6, acs, 3, 4.21, 5.84, 0.76, 43, 17, 0.06, 1, 200, 1500, 11
1, acs, 1, 2.9, 4.92, 0.48, 36, 34, 0.08, 1, 200, 1500, 11
1, acs, 3, 3, 0.36, 0.75, 44, 22, 0.39, 1, 200, 1500, 11
10, acs, 0, 3.57, 1.76, 0.66, 20, 100, 0.22, __miss__, 200, 1500, 11
2, acs, 3, 3.24, 6.82, 0.58, 25, 17, 0.1, 0, 200, 1500, 11
3, acs, 3, 2.98, 5.51, 0.9, 58, 35, 0.2, 0, 200, 1500, 11
8, eas, 2, 4.52, 6.48, 0.37, 53, 12, 2, 0, 200, 311, 11
3, acs, 3, 2.55, 6.38, 0.95, 28, 39, 0.19, 0, 200, 1500, 11
1, acs, 3, 4.23, 7.49, 0.67, 42, 21, 0, 1, 200, 1500, 11
10, acs, 3, 1.95, 2.05, 0.82, 20, 27, 0.12, 1, 200, 1500, 11
7, eas, 2, 3.11, 7.63, 0.13, 70, 13, 2, 1, 200, 414, 11
7, acs, 3, 4.1, 1.28, 0.94, 52, 9, 0.18, 1, 200, 1500, 11
10, acs, 3, 4.53, 5.67, 0.85, 39, 16, 0.12, 1, 200, 1500, 11
8, acs, 2, 1.97, 4.87, 0.81, 33, 36, 0.58, 1, 200, 1500, 11
2, acs, 1, 2.97, 4.78, 0.8, 22, 25, 0.06, 1, 200, 1500, 11
3, acs, 3, 2.51, 5.5, 0.72, 27, 26, 0.27, 0, 200, 1500, 11
2, acs, 3, 0.65, 3.53, 0.94, 5, 32, 0.13, 1, 200, 1500, 11
4, acs, 1, 3.9, 8.79, 0.36, 64, 8, 0.27, 1, 200, 1500, 11
2, acs, 3, 1.85, 4.95, 0.8, 30, 16, 0.45, 1, 200, 1500, 11
9, acs, 3, 1.53, 8.95, 0.94, 24, 24, 0.19, 1, 200, 1500, 11
5, acs, 3, 4.12, 8.25, 0.93, 36, 24, 0.06, 1, 200, 1500, 11
5, as, 3, 3.43, 3.75, 1, 49, 9, 2, 1, 200, 1500, 11
5, acs, 1, 4.73, 6.38, 0.94, 40, 21, 0.29, 0, 200, 1500, 11
2, acs, 3, 2.59, 3.97, 0.91, 56, 22, 0.06, 1, 200, 1500, 11
9, acs, 1, 3.15, 3.73, 0.71, 21, 9, 0.24, 1, 200, 1500, 11
9, acs, 3, 3.19, 2.53, 0.64, 26, 24, 0.14, 1, 200, 1500, 11
10, acs, 1, 0.94, 3.89, 0.93, 42, 19, 0.16, 1, 200, 1500, 11
6, as, 3, 3.37, 9.4, 0.25, 91, 17, 2, 1, 200, 1500, 11
8, ras, 0, 2.89, 6.01, 0.79, 37, 100, 2, __miss__, 57, 1500, 11
1, mmas, 3, 1.75, 5.56, 0.85, 41, 26, 2, 1, 200, 1500, 11
9, ras, 3, 4.21, 3.23, 0.97, 37, 11, 2, 1, 45, 1500, 11
2, as, 3, 2.84, 4.82, 0.99, 45, 18, 2, 1, 200, 1500, 11
10, mmas, 3, 2.48, 4.37, 0.91, 46, 13, 2, 1, 200, 1500, 11
7, ras, 3, 1.29, 4.69, 0.98, 7, 16, 2, 1, 12, 1500, 11
10, acs, 3, 3.02, 5.29, 0.96, 33, 16, 0.18, 1, 200, 1500, 11
2, acs, 3, 2.06, 5.74, 0.99, 20, 10, 0.01, 1, 200, 1500, 11
7, acs, 0, 4.23, 6.95, 0.69, 75, 100, 0.12, __miss__, 200, 1500, 11
4, ras, 3, 3.65, 4.03, 0.33, 78, 27, 2, 1, 32, 1500, 11
2, eas, 2, 4.14, 5.35, 0.85, 57, 15, 2, 0, 200, 388, 11
9, mmas, 3, 1.23, 2.42, 0.77, 37, 30, 2, 1, 200, 1500, 11
1, acs, 3, 3.1, 4.02, 0.9, 36, 8, 0.39, 1, 200, 1500, 11
5, acs, 3, 2.31, 6.5, 0.71, 70, 6, 0.23, 1, 200, 1500, 11
5, mmas, 3, 3.31, 3.32, 0.96, 23, 23, 2, 0, 200, 1500, 11
10, ras, 3, 3.6, 1.66, 1, 9, 9, 2, 0, 5, 1500, 11
5, as, 1, 3.4, 6.83, 0.24, 100, 16, 2, 0, 200, 1500, 11
3, acs, 2, 2.52, 4.46, 0.83, 8, 23, 0.14, 0, 200, 1500, 11
7, mmas, 3, 3.6, 4.14, 0.51, 85, 12, 2, 0, 200, 1500, 11
5, acs, 0, 4.58, 5.86, 0.91, 21, 100, 0.23, __miss__, 200, 1500, 11
4, acs, 3, 2.56, 4.29, 0.77, 21, 19, 0.3, 1, 200, 1500, 11
6, ras, 3, 3.69, 4.18, 0.51, 41, 21, 2, 1, 89, 1500, 11
5, ras, 3, 0.23, 7.75, 0.78, 20, 7, 2, 1, 25, 1500, 11
9, mmas, 2, 4.93, 5.91, 0.29, 92, 7, 2, 1, 200, 1500, 11
9, ras, 3, 2.68, 5.45, 0.52, 24, 18, 2, 1, 26, 1500, 11
1, mmas, 1, 4.04, 8.85, 0.14, 69, 12, 2, 0, 200, 1500, 11
10, acs, 2, 3.51, 7.23, 0.93, 32, 24, 0.45, 0, 200, 1500, 11
7, mmas, 3, 3.19, 8.75, 0.37, 95, 13, 2, 1, 200, 1500, 11
5, ras, 1, 0.5, 1.73, 0.98, 47, 30, 2, 0, 88, 1500, 11
6, eas, 0, 4, 3.61, 0.82, 13, 100, 2, __miss__, 200, 552, 11
3, acs, 2, 2.74, 5.69, 0.88, 9, 15, 0.46, 1, 200, 1500, 11
4, acs, 0, 3.33, 2.51, 0.86, 53, 100, 0.01, __miss__, 200, 1500, 11
2, eas, 0, 1.72, 7.12, 0.69, 20, 100, 2, __miss__, 200, 440, 11
6, acs, 3, 2.5, 8.42, 0.73, 35, 25, 0.04, 0, 200, 1500, 11
9, acs, 3, 3.79, 6.41, 0.79, 14, 19, 0, 1, 200, 1500, 11
7, ras, 3, 2.48, 5.36, 0.72, 44, 23, 2, 1, 93, 1500, 11
8, acs, 3, 0.99, 4.5, 0.51, 50, 23, 0.1, 0, 200, 1500, 11
8, mmas, 0, 3.33, 9.06, 0.3, 96, 100, 2, __miss__, 200, 1500, 11
7, acs, 3, 2.49, 7.16, 0.58, 9, 16, 0.29, 0, 200, 1500, 11
4, acs, 2, 2.12, 2.3, 0.63, 36, 24, 0.41, 0, 200, 1500, 11
2, acs, 3, 3.02, 6.45, 0.8, 8, 23, 0.19, 1, 200, 1500, 11
1, acs, 3, 1.24, 4.22, 0.95, 19, 20, 0.07, 1, 200, 1500, 11
7, acs, 3, 2.26, 5.97, 0.94, 30, 13, 0.34, 0, 200, 1500, 11
1, acs, 3, 1.86, 4, 0.99, 15, 22, 0.03, 1, 200, 1500, 11
1, acs, 1, 2.88, 5.31, 0.8, 52, 18, 0.1, 1, 200, 1500, 11
2, acs, 3, 2.87, 3.83, 0.86, 61, 8, 0.21, 1, 200, 1500, 11
2, acs, 2, 2.51, 5.4, 0.73, 45, 15, 0.01, 1, 200, 1500, 11
5, acs, 3, 3.27, 3.54, 0.89, 54, 14, 0.06, 1, 200, 1500, 11
5, acs, 2, 2.33, 8.27, 0.94, 15, 15, 0.43, 1, 200, 1500, 11
8, mmas, 3, 2.55, 2.32, 0.85, 30, 13, 2, 1, 200, 1500, 11
7, acs, 3, 2.11, 5.57, 0.65, 17, 13, 0.13, 1, 200, 1500, 11
5, acs, 3, 2.64, 3.95, 0.98, 5, 11, 0.32, 1, 200, 1500, 11
3, acs, 3, 1.57, 7.29, 0.91, 42, 9, 0.05, 1, 200, 1500, 11
1, acs, 3, 2.32, 5.76, 0.8, 28, 16, 0.21, 1, 200, 1500, 11
7, as, 3, 3, 5.57, 0.82, 12, 10, 2, 1, 200, 1500, 11
5, acs, 3, 4.04, 7.72, 0.7, 11, 22, 0.03, 0, 200, 1500, 11
9, acs, 3, 3.44, 5.14, 0.98, 6, 10, 0.26, 1, 200, 1500, 11
10, acs, 3, 1.75, 6.01, 0.99, 13, 13, 0.11, 1, 200, 1500, 11
2, acs, 3, 3.21, 3.34, 0.96, 15, 16, 0.23, 1, 200, 1500, 11
2, acs, 3, 3.04, 8.06, 0.96, 11, 18, 0.02, 1, 200, 1500, 11
9, acs, 3, 2.12, 4.12, 0.79, 17, 13, 0.35, 1, 200, 1500, 11
9, acs, 3, 2.61, 7.02, 0.95, 34, 8, 0.17, 1, 200, 1500, 11
3, acs, 3, 1.63, 3.08, 0.88, 26, 10, 0.38, 1, 200, 1500, 11
4, ras, 3, 3.14, 5.69, 0.95, 14, 22, 2, 1, 49, 1500, 11
4, acs, 3, 1.73, 5.93, 0.77, 18, 14, 0.27, 1, 200, 1500, 11
2, acs, 3, 0.76, 5.69, 0.79, 35, 15, 0.02, 1, 200, 1500, 11
5, eas, 3, 0.87, 5.52, 0.74, 32, 13, 2, 1, 200, 702, 11
5, acs, 3, 1.75, 3.93, 0.95, 53, 12, 0.49, 1, 200, 1500, 11
7, acs, 3, 1.4, 5.85, 0.78, 14, 6, 0.05, 1, 200, 1500, 11
7, acs, 3, 3.81, 4.95, 0.92, 12, 12, 0.08, 1, 200, 1500, 11
10, acs, 3, 3.14, 3.26, 0.78, 26, 15, 0.11, 1, 200, 1500, 11
7, acs, 3, 1.3, 5.87, 0.83, 27, 8, 0.01, 1, 200, 1500, 11
8, acs, 3, 2.51, 7.74, 0.7, 41, 9, 0.13, 1, 200, 1500, 11
5, acs, 3, 2.05, 4.06, 0.83, 45, 22, 0.07, 0, 200, 1500, 11
1, acs, 3, 2.92, 2.97, 0.98, 17, 13, 0.06, 1, 200, 1500, 11
